"","site","year","month","day","tx","tn","p","rad"
"5387","Indiana",1986,9,30,27.274,20.839,29.5999348163605,7.48
"5388","Indiana",1986,10,1,22.311,19.241,26.5730768442154,2.82
"5389","Indiana",1986,10,2,23.482,17.71,0,9.14
"5390","Indiana",1986,10,3,22.506,20.715,33.2348802728006,2.19
"5391","Indiana",1986,10,4,24.442,17.741,13.0515484494254,8.13
"5392","Indiana",1986,10,5,18.297,10.616,0,12.83
"5393","Indiana",1986,10,6,16.253,7.047,0,15.39
"5394","Indiana",1986,10,7,16.827,4.684,0,17.19
"5395","Indiana",1986,10,8,21.735,11.561,0,16.27
"5396","Indiana",1986,10,9,18.316,11.587,3.79914939403037,8.03
"5397","Indiana",1986,10,10,14.75,6.311,0,16.38
"5398","Indiana",1986,10,11,21.146,8.173,0,14.49
"5399","Indiana",1986,10,12,18.204,14.183,13.2071524858475,1.43
"5400","Indiana",1986,10,13,13.089,8.015,4.16941344737509,4.01
"5401","Indiana",1986,10,14,8.096,4.323,0,8.09
"5402","Indiana",1986,10,15,13.091,2.953,0,13.79
"5403","Indiana",1986,10,16,14.575,3.476,0,10
"5404","Indiana",1986,10,17,12.315,5.443,0,12.03
"5405","Indiana",1986,10,18,14.479,4.67,0,15.01
"5406","Indiana",1986,10,19,16.385,3.478,0,15.17
"5407","Indiana",1986,10,20,18.775,3.931,0,12.94
"5408","Indiana",1986,10,21,22.701,11.067,0,13.19
"5409","Indiana",1986,10,22,21.363,9.461,0,9.98
"5410","Indiana",1986,10,23,17.64,12.921,1.24985873698691,4.82
"5411","Indiana",1986,10,24,16.125,13.4,5.29277324676514,2.13
"5412","Indiana",1986,10,25,14.224,10.791,13.5998725891113,1.66
"5413","Indiana",1986,10,26,15.171,12.192,2.39927172651733,6.8
"5414","Indiana",1986,10,27,13.933,10.505,0,3.86
"5415","Indiana",1986,10,28,19.088,7.111,0,13.33
"5416","Indiana",1986,10,29,16.312,11.156,0,7.19
"5417","Indiana",1986,10,30,13.332,7.899,0,12.43
"5418","Indiana",1986,10,31,18.483,6.224,0,13
"5419","Indiana",1986,11,1,19.327,11.803,0,9.98
"5420","Indiana",1986,11,2,13.934,6.651,0,10.59
"5421","Indiana",1986,11,3,7.017,-0.688,2.31906244931679,1.09
"5422","Indiana",1986,11,4,8.21,4.823,4.51077962873114,3.15
"5423","Indiana",1986,11,5,11.055,4.587,2.15378250851472,7.25
"5424","Indiana",1986,11,6,11.785,6.258,0,8.41
"5425","Indiana",1986,11,7,16.608,9.777,0,6.9
"5426","Indiana",1986,11,8,18.471,13.275,3.6524713038375,8.83
"5427","Indiana",1986,11,9,12.943,3.024,2.82692909240723,12.22
"5428","Indiana",1986,11,10,6.084,-4.205,0,11.74
"5429","Indiana",1986,11,11,4.441,-0.079,4.23669219016531,8.52
"5430","Indiana",1986,11,12,2.013,-3.791,0,6.25
"5431","Indiana",1986,11,13,-3.361,-12.369,0,12.46
"5432","Indiana",1986,11,14,0.046,-10.717,0,11.48
"5433","Indiana",1986,11,15,3.718,-1.339,0,6.95
"5434","Indiana",1986,11,16,8.538,-1.829,0,10.76
"5435","Indiana",1986,11,17,10.256,-2.116,0,10.07
"5436","Indiana",1986,11,18,6.685,1.214,7.23778307434486,1.55
"5437","Indiana",1986,11,19,3.346,-5.024,0,10.06
"5438","Indiana",1986,11,20,5.18,1.923,8.91675781093682,1.66
"5439","Indiana",1986,11,21,3.671,-0.209,0,6.85
"5440","Indiana",1986,11,22,9.418,-1.546,0,10.31
"5441","Indiana",1986,11,23,8.018,2.968,1.65023833687883,1.22
"5442","Indiana",1986,11,24,4.525,-1.506,0,8.88
"5443","Indiana",1986,11,25,11.036,-2.551,0,8.82
"5444","Indiana",1986,11,26,7.834,4.995,39.3167823540352,1.35
"5445","Indiana",1986,11,27,6.861,1.397,0,7.69
"5446","Indiana",1986,11,28,7.283,-2.039,0,9.48
"5447","Indiana",1986,11,29,8.287,-2.441,0,9.65
"5448","Indiana",1986,11,30,7.447,-0.012,0,7.12
"5449","Indiana",1986,12,1,4.312,2.163,10.0348621606372,1.7
"5450","Indiana",1986,12,2,8.065,3.697,9.08840596673599,1.18
"5451","Indiana",1986,12,3,7.32,1.182,1.27120316028595,3.94
"5452","Indiana",1986,12,4,1.973,-0.798,0,3.5
"5453","Indiana",1986,12,5,0.236,-6.157,0,9.51
"5454","Indiana",1986,12,6,3.674,-3.81,0,2.91
"5455","Indiana",1986,12,7,6.56,1.704,2.12828218936423,3.08
"5456","Indiana",1986,12,8,6.343,3.923,6.17500611878086,0.7
"5457","Indiana",1986,12,9,6.868,2.273,6.62205949356576,1
"5458","Indiana",1986,12,10,1.686,-8.31,0,9.53
"5459","Indiana",1986,12,11,1.027,-8.666,0,9.1
"5460","Indiana",1986,12,12,-0.283,-6.95,0,9.42
"5461","Indiana",1986,12,13,-3.571,-12.959,0,9.36
"5462","Indiana",1986,12,14,5.855,-6.277,0,8.44
"5463","Indiana",1986,12,15,7.141,-2.837,0,8.61
"5464","Indiana",1986,12,16,6.595,0.366,0,2.59
"5465","Indiana",1986,12,17,5.372,1.917,1.34885907169746,1.08
"5466","Indiana",1986,12,18,4.629,-0.877,1.4515846966674,4.28
"5467","Indiana",1986,12,19,3.538,-2.417,0,7.91
"5468","Indiana",1986,12,20,5.104,-4.025,0,7.55
"5469","Indiana",1986,12,21,2.578,-1.595,0,5.24
"5470","Indiana",1986,12,22,2.822,-2.344,0,6.81
"5471","Indiana",1986,12,23,4.16,-3.995,0,8.04
"5472","Indiana",1986,12,24,1.307,-3.058,2.17218995089752,1.01
"5473","Indiana",1986,12,25,1.78,-2.105,0,5.25
"5474","Indiana",1986,12,26,-0.211,-2.222,0,3.1
"5475","Indiana",1986,12,27,0.247,-2.136,0,4.18
"5476","Indiana",1986,12,28,2.913,-3.761,0,8.84
"5477","Indiana",1986,12,29,4.727,-3.559,0,7.62
"5478","Indiana",1986,12,30,2.897,-0.659,2.55140066146353,3.24
"5479","Indiana",1986,12,31,2.167,-1.099,0,5.19
"5480","Indiana",1987,1,1,2.206,-2.829,0,4.47
"5481","Indiana",1987,1,2,2.837,-2.355,1.38829454175493,6.42
"5482","Indiana",1987,1,3,2.268,-2.437,0,5.34
"5483","Indiana",1987,1,4,2.843,-1.939,0,6.44
"5484","Indiana",1987,1,5,4.217,-4.661,0,9.34
"5485","Indiana",1987,1,6,9.355,0.129,0,8.55
"5486","Indiana",1987,1,7,7.2,1.58,0,4.11
"5487","Indiana",1987,1,8,2.077,-1.601,0,3.69
"5488","Indiana",1987,1,9,-0.582,-3.274,8.2020193337371,2.5
"5489","Indiana",1987,1,10,0.247,-2.835,9.87941622730659,4.64
"5490","Indiana",1987,1,11,0.161,-4.45,2.00618803495445,8.58
"5491","Indiana",1987,1,12,0.094,-4.352,0,10.32
"5492","Indiana",1987,1,13,2.887,-10.739,0,10.33
"5493","Indiana",1987,1,14,5.328,1.961,0,3.97
"5494","Indiana",1987,1,15,5.396,1.713,0,3.48
"5495","Indiana",1987,1,16,1.048,-4.384,0,8.95
"5496","Indiana",1987,1,17,0.541,-5.209,0,4.83
"5497","Indiana",1987,1,18,-0.512,-3.153,7.67318904399872,6.26
"5498","Indiana",1987,1,19,-2.334,-4.897,18.107346836473,5.18
"5499","Indiana",1987,1,20,-5.82,-10.2,0,10.23
"5500","Indiana",1987,1,21,-2.639,-13.992,0,11.74
"5501","Indiana",1987,1,22,-2.588,-6.056,0,6.22
"5502","Indiana",1987,1,23,-6.995,-20.327,0,12.61
"5503","Indiana",1987,1,24,-17.411,-25.101,0,12.23
"5504","Indiana",1987,1,25,-15.03,-25.639,0,12.41
"5505","Indiana",1987,1,26,-13.012,-21.278,0,12.25
"5506","Indiana",1987,1,27,-6.606,-18.909,2.40631699551841,6.81
"5507","Indiana",1987,1,28,-2.046,-6.742,0,9.41
"5508","Indiana",1987,1,29,3.894,-6.378,4.09580767154694,3.38
"5509","Indiana",1987,1,30,4.312,-0.49,1.54836475843467,7.56
"5510","Indiana",1987,1,31,0.068,-7.33,0,12.02
"5511","Indiana",1987,2,1,4.657,-1.357,0,5.56
"5512","Indiana",1987,2,2,8.843,-5.225,0,12.05
"5513","Indiana",1987,2,3,4.905,-0.767,0,6.53
"5514","Indiana",1987,2,4,3.876,-4.563,0,13.09
"5515","Indiana",1987,2,5,3.763,-5.951,0,7.9
"5516","Indiana",1987,2,6,8.041,-3.254,0,13.01
"5517","Indiana",1987,2,7,10.444,-2.853,0,13.05
"5518","Indiana",1987,2,8,6.131,-5.334,0,6.72
"5519","Indiana",1987,2,9,0.992,-7.049,0,13.41
"5520","Indiana",1987,2,10,7.424,-3.62,0,13.7
"5521","Indiana",1987,2,11,11.378,-2.546,0,13.29
"5522","Indiana",1987,2,12,7.366,1.596,0,11.66
"5523","Indiana",1987,2,13,6.177,-4.683,0,14.38
"5524","Indiana",1987,2,14,7.195,-0.319,0,6.95
"5525","Indiana",1987,2,15,3.852,-7.462,0,11.46
"5526","Indiana",1987,2,16,-1.429,-9.735,0,10.61
"5527","Indiana",1987,2,17,-1.588,-5.964,1.75153315058196,4.61
"5528","Indiana",1987,2,18,3.324,-7.113,0,15.87
"5529","Indiana",1987,2,19,5.793,-6.298,0,15.21
"5530","Indiana",1987,2,20,7.426,-3.502,0,13.47
"5531","Indiana",1987,2,21,6.926,0.191,0,7.6
"5532","Indiana",1987,2,22,8.127,-1.353,0,11.25
"5533","Indiana",1987,2,23,6.656,-3.526,0,15.75
"5534","Indiana",1987,2,24,6.896,-2.95,0,12.89
"5535","Indiana",1987,2,25,8.491,-1.944,0,13.07
"5536","Indiana",1987,2,26,7.356,-2.032,0,11.15
"5537","Indiana",1987,2,27,6.089,1.207,5.05911707877971,1.97
"5538","Indiana",1987,2,28,8.49,4.024,19.1265523432662,2.38
"5539","Indiana",1987,3,1,10.811,3.892,15.4196219427831,4.33
"5540","Indiana",1987,3,2,10.552,-0.47,0,17.44
"5541","Indiana",1987,3,3,8.14,-1.788,0,18.06
"5542","Indiana",1987,3,4,9.102,-4.011,0,16.48
"5543","Indiana",1987,3,5,13.104,4.003,2.51821279522346,13.51
"5544","Indiana",1987,3,6,17.898,1.101,0,17.87
"5545","Indiana",1987,3,7,20.816,6.029,0,18.31
"5546","Indiana",1987,3,8,20.181,4.629,0,18.02
"5547","Indiana",1987,3,9,15.489,-0.593,0,6.76
"5548","Indiana",1987,3,10,-0.109,-8.49,0,17.66
"5549","Indiana",1987,3,11,2.062,-7.272,0,14.91
"5550","Indiana",1987,3,12,4.556,-5.634,0,15.18
"5551","Indiana",1987,3,13,6.371,-2.534,0,8.93
"5552","Indiana",1987,3,14,15.566,3.953,0,16.09
"5553","Indiana",1987,3,15,9.811,0.654,6.5352588890164,6.02
"5554","Indiana",1987,3,16,9.054,-2.043,1.08972686115294,19.94
"5555","Indiana",1987,3,17,10.678,-2.569,0,20.93
"5556","Indiana",1987,3,18,10.221,2.535,3.41365998389165,5.96
"5557","Indiana",1987,3,19,14.462,4.437,6.94306492795249,13.4
"5558","Indiana",1987,3,20,13.461,-1.529,0,21.35
"5559","Indiana",1987,3,21,13.763,-1.366,0,20.21
"5560","Indiana",1987,3,22,14.971,1.219,0,20.91
"5561","Indiana",1987,3,23,18.974,3.401,0,21.54
"5562","Indiana",1987,3,24,17.746,8.403,0,11.84
"5563","Indiana",1987,3,25,12.098,6.386,2.74381712404193,13.92
"5564","Indiana",1987,3,26,12.799,4.853,0,9.59
"5565","Indiana",1987,3,27,12.312,5.651,1.6956403524091,8.72
"5566","Indiana",1987,3,28,14.043,6.179,0,11.75
"5567","Indiana",1987,3,29,17.788,9.079,2.77568399900474,11.91
"5568","Indiana",1987,3,30,10.174,-1.076,4.28366661071777,9.13
"5569","Indiana",1987,3,31,3.143,-3.433,0,16.98
"5570","Indiana",1987,4,1,12.438,-0.89,1.60673260683097,14.31
"5571","Indiana",1987,4,2,7.041,-2.866,2.57127111751743,17.45
"5572","Indiana",1987,4,3,4.515,-5.28,0,17.43
"5573","Indiana",1987,4,4,6.213,-3.604,0,21.79
"5574","Indiana",1987,4,5,10.788,1.661,0,13.94
"5575","Indiana",1987,4,6,11.57,4.99,0,6.86
"5576","Indiana",1987,4,7,17.945,3.934,0,23.66
"5577","Indiana",1987,4,8,15.647,0.911,0,24.77
"5578","Indiana",1987,4,9,17.091,-1.21,0,24.96
"5579","Indiana",1987,4,10,21.088,3.589,0,24.5
"5580","Indiana",1987,4,11,17.172,6.917,14.4423971707965,19.67
"5581","Indiana",1987,4,12,13.727,5.557,6.28457069393562,13.44
"5582","Indiana",1987,4,13,13.955,4.836,2.72835791110992,8.54
"5583","Indiana",1987,4,14,20.458,11.661,19.4070518015792,7.27
"5584","Indiana",1987,4,15,16.311,7.851,0,17.94
"5585","Indiana",1987,4,16,14.548,7.085,1.7061917551473,3.65
"5586","Indiana",1987,4,17,19.613,6.678,0,19.27
"5587","Indiana",1987,4,18,21.576,8.022,0,18.63
"5588","Indiana",1987,4,19,23.6,8.381,0,25.35
"5589","Indiana",1987,4,20,26.121,10.926,0,25.72
"5590","Indiana",1987,4,21,27.312,12.609,0,23.48
"5591","Indiana",1987,4,22,23.207,12.23,5.59376825719937,14.54
"5592","Indiana",1987,4,23,15.779,6.686,2.10215449322959,20.5
"5593","Indiana",1987,4,24,16.524,6.949,0,21.82
"5594","Indiana",1987,4,25,17.166,3.692,0,26.41
"5595","Indiana",1987,4,26,19.51,4.635,0,26.93
"5596","Indiana",1987,4,27,20.578,9.17,1.89750813547107,19.32
"5597","Indiana",1987,4,28,16.737,4.478,0,27.77
"5598","Indiana",1987,4,29,27.385,9.044,0,27.07
"5599","Indiana",1987,4,30,24.356,6.374,0,28.02
"5600","Indiana",1987,5,1,20.23,3.393,0,25.12
"5601","Indiana",1987,5,2,24.121,10.571,0,21.03
"5602","Indiana",1987,5,3,20.791,12.104,0,18.67
"5603","Indiana",1987,5,4,17.645,6.813,0,28.65
"5604","Indiana",1987,5,5,19.065,4.953,0,28.65
"5605","Indiana",1987,5,6,22.166,7.258,0,27.21
"5606","Indiana",1987,5,7,21.337,10.615,0,25.34
"5607","Indiana",1987,5,8,22.626,9.057,0,28.44
"5608","Indiana",1987,5,9,27.135,10.332,0,28.66
"5609","Indiana",1987,5,10,28.848,16.633,0,24.86
"5610","Indiana",1987,5,11,28.697,18.687,0,22.97
"5611","Indiana",1987,5,12,25.882,13.383,2.15137569597346,25.16
"5612","Indiana",1987,5,13,25.457,9.849,0,23.06
"5613","Indiana",1987,5,14,31.202,17.473,1.13021539692681,24.39
"5614","Indiana",1987,5,15,24.251,14.38,0,28.94
"5615","Indiana",1987,5,16,25.755,10.541,0,29.07
"5616","Indiana",1987,5,17,30.226,13.778,0,26.28
"5617","Indiana",1987,5,18,27.641,18.894,15.9793889470166,14.71
"5618","Indiana",1987,5,19,28.081,18.398,3.00533644787038,18.67
"5619","Indiana",1987,5,20,29.699,19.095,1.38536428761427,18.41
"5620","Indiana",1987,5,21,31.501,21.395,0,24.96
"5621","Indiana",1987,5,22,26.528,19.004,3.99031043042442,18.93
"5622","Indiana",1987,5,23,24.183,12.944,0,26.31
"5623","Indiana",1987,5,24,22.508,8.649,0,28.24
"5624","Indiana",1987,5,25,25.583,15.816,18.0577039718628,11.7
"5625","Indiana",1987,5,26,28.424,19.377,3.20749282832367,23.9
"5626","Indiana",1987,5,27,30.374,19.833,0,26.88
"5627","Indiana",1987,5,28,30.313,20.69,0,24.73
"5628","Indiana",1987,5,29,31.033,20.313,0,24.96
"5629","Indiana",1987,5,30,29.678,21.02,1.67880952352562,20.21
"5630","Indiana",1987,5,31,28.857,19.353,3.10973988462138,23.24
"5631","Indiana",1987,6,1,28.901,20.455,0,22.64
"5632","Indiana",1987,6,2,29.024,20.727,12.5007875622778,18.15
"5633","Indiana",1987,6,3,25.11,19.533,16.0026507156772,28.06
"5634","Indiana",1987,6,4,22.795,14.13,0,29.08
"5635","Indiana",1987,6,5,26.512,10.274,0,29.55
"5636","Indiana",1987,6,6,28.361,15.833,0,29.86
"5637","Indiana",1987,6,7,30.551,17.77,0,29.8
"5638","Indiana",1987,6,8,31.303,20.312,0,28.05
"5639","Indiana",1987,6,9,29.157,17.753,2.30255435207027,24.52
"5640","Indiana",1987,6,10,24.432,11.299,0,29
"5641","Indiana",1987,6,11,29.29,16.671,1.39799416058395,21.07
"5642","Indiana",1987,6,12,30.046,20.96,7.92160763313632,17.96
"5643","Indiana",1987,6,13,31.557,18.786,0,25.77
"5644","Indiana",1987,6,14,33.47,19.356,0,26.75
"5645","Indiana",1987,6,15,33.338,22.443,2.39819288253784,24.37
"5646","Indiana",1987,6,16,31.593,21.321,0,27.87
"5647","Indiana",1987,6,17,32.773,17.249,0,29.73
"5648","Indiana",1987,6,18,32.715,19.674,0,27.79
"5649","Indiana",1987,6,19,30.676,18.483,3.23070240909828,18.51
"5650","Indiana",1987,6,20,27.714,21.559,6.58031462330655,13.79
"5651","Indiana",1987,6,21,27.821,21.832,16.1068439482506,17.27
"5652","Indiana",1987,6,22,27.072,20.195,1.9653528928707,15.85
"5653","Indiana",1987,6,23,29.008,17.83,0,27.56
"5654","Indiana",1987,6,24,29.926,18.73,0,28.56
"5655","Indiana",1987,6,25,29.521,18.383,3.58041524879127,24.41
"5656","Indiana",1987,6,26,25.565,17.688,1.08311176290954,26.64
"5657","Indiana",1987,6,27,23.01,15.314,0,23.07
"5658","Indiana",1987,6,28,27.249,14.043,0,28.23
"5659","Indiana",1987,6,29,30.13,19.41,5.13592384800177,23.62
"5660","Indiana",1987,6,30,25.343,20.235,23.7073720917351,13.05
"5661","Indiana",1987,7,1,23.595,19.211,25.0636041164398,8.65
"5662","Indiana",1987,7,2,25.87,18.862,0,17.19
"5663","Indiana",1987,7,3,28.832,19.475,0,24.45
"5664","Indiana",1987,7,4,27.533,18.577,0,24.52
"5665","Indiana",1987,7,5,27.238,20.556,13.5790705680847,17.11
"5666","Indiana",1987,7,6,28.134,22.014,1.18360285279095,10.66
"5667","Indiana",1987,7,7,29.064,21.206,13.4372770785944,14.38
"5668","Indiana",1987,7,8,29.49,22.142,8.3885252474829,19.42
"5669","Indiana",1987,7,9,29.261,22.182,10.461300611496,21.86
"5670","Indiana",1987,7,10,30.355,21.893,0,26.03
"5671","Indiana",1987,7,11,30.466,23.146,0,23.48
"5672","Indiana",1987,7,12,30.45,23.826,0,24.12
"5673","Indiana",1987,7,13,26.913,20.635,9.74876880633246,17.43
"5674","Indiana",1987,7,14,21.55,16.846,2.28403210633132,20.95
"5675","Indiana",1987,7,15,21.335,13.898,8.71702100408811,11.64
"5676","Indiana",1987,7,16,23.936,13.565,0,25.82
"5677","Indiana",1987,7,17,29.283,16.558,0,28.15
"5678","Indiana",1987,7,18,29.941,20.019,0,26
"5679","Indiana",1987,7,19,30.682,22.442,0,25.12
"5680","Indiana",1987,7,20,31.505,22.814,1.61248445510864,25.97
"5681","Indiana",1987,7,21,31.58,21.749,0,26.14
"5682","Indiana",1987,7,22,30.724,20.171,0,25.86
"5683","Indiana",1987,7,23,31.383,20.585,0,26.65
"5684","Indiana",1987,7,24,31.246,22.707,0,24.39
"5685","Indiana",1987,7,25,31.559,23.496,0,22.86
"5686","Indiana",1987,7,26,31.161,24.063,12.2578290242927,19.26
"5687","Indiana",1987,7,27,27.363,20.453,0,16.92
"5688","Indiana",1987,7,28,28.239,18.474,0,24.57
"5689","Indiana",1987,7,29,31.237,20.23,1.09731489129672,23
"5690","Indiana",1987,7,30,30.249,21.184,28.3841145112547,19.3
"5691","Indiana",1987,7,31,30.593,21.926,3.74277168555182,21.49
"5692","Indiana",1987,8,1,29.768,22.585,3.29092292383848,17.73
"5693","Indiana",1987,8,2,33.689,24.899,1.67267918586234,23.41
"5694","Indiana",1987,8,3,31.933,23.252,0,26.67
"5695","Indiana",1987,8,4,30.25,22.906,2.96794474121498,12.62
"5696","Indiana",1987,8,5,25.583,18.394,0,13.51
"5697","Indiana",1987,8,6,27.172,16.673,0,23.05
"5698","Indiana",1987,8,7,29.602,18.527,0,25.84
"5699","Indiana",1987,8,8,28.63,21.305,0,12.94
"5700","Indiana",1987,8,9,27.923,22.695,14.6332114934467,20.59
"5701","Indiana",1987,8,10,26.137,19.142,0,16.37
"5702","Indiana",1987,8,11,26.664,17.251,0,23.26
"5703","Indiana",1987,8,12,28.274,17.323,0,24.46
"5704","Indiana",1987,8,13,31.068,18.508,0,24.24
"5705","Indiana",1987,8,14,30.904,24.086,3.76834199500919,19.3
"5706","Indiana",1987,8,15,31.955,24.807,0,22.35
"5707","Indiana",1987,8,16,32.315,24.405,0,22.13
"5708","Indiana",1987,8,17,30.261,24.032,3.66334915150901,22.01
"5709","Indiana",1987,8,18,30.271,18.247,0,24.33
"5710","Indiana",1987,8,19,28.109,18.177,0,25.73
"5711","Indiana",1987,8,20,29.504,17.21,0,23.82
"5712","Indiana",1987,8,21,31.503,20.43,21.4450657367706,13.7
"5713","Indiana",1987,8,22,30.281,22.57,1.41554474830485,13.46
"5714","Indiana",1987,8,23,22.285,15.413,0,20.96
"5715","Indiana",1987,8,24,21.75,11.858,0,21.29
"5716","Indiana",1987,8,25,20.45,15.14,11.8371922017104,4.04
"5717","Indiana",1987,8,26,29.533,15.774,14.4051253791986,17.86
"5718","Indiana",1987,8,27,27.783,19.619,17.0615017414093,6.34
"5719","Indiana",1987,8,28,20.991,16.995,1.44021213054657,10.74
"5720","Indiana",1987,8,29,23.147,12.136,0,19.1
"5721","Indiana",1987,8,30,25.686,15.36,0,20.44
"5722","Indiana",1987,8,31,23.076,16.224,1.87790393829346,23.11
"5723","Indiana",1987,9,1,21.428,10.545,0,24.17
"5724","Indiana",1987,9,2,22.721,15.101,0,20.02
"5725","Indiana",1987,9,3,23.489,11.652,0,23.62
"5726","Indiana",1987,9,4,27.861,13.312,0,22.54
"5727","Indiana",1987,9,5,28.88,17.636,0,17.39
"5728","Indiana",1987,9,6,29.601,18.232,0,19.5
"5729","Indiana",1987,9,7,29.501,19.445,0,18.44
"5730","Indiana",1987,9,8,26.451,19.399,2.95130409847388,12.66
"5731","Indiana",1987,9,9,25.779,15.723,0,17.46
"5732","Indiana",1987,9,10,28.777,16.813,0,17.94
"5733","Indiana",1987,9,11,26.235,18.805,1.66930258274078,15.1
"5734","Indiana",1987,9,12,28.125,18.017,0,18.27
"5735","Indiana",1987,9,13,25.414,13.377,0,19.84
"5736","Indiana",1987,9,14,27.459,15.749,0,19.64
"5737","Indiana",1987,9,15,27.269,19.826,5.33908605575562,7.87
"5738","Indiana",1987,9,16,24.711,19.975,13.8036668299719,7.61
"5739","Indiana",1987,9,17,24.31,19.355,5.4677426815033,11.88
"5740","Indiana",1987,9,18,22.89,18.283,1.30923390383941,8.57
"5741","Indiana",1987,9,19,22.402,13.085,0,18.97
"5742","Indiana",1987,9,20,19.749,12.082,0,15.61
"5743","Indiana",1987,9,21,17.448,10.233,0,10.75
"5744","Indiana",1987,9,22,18.547,12.494,2.72317230701447,9.38
"5745","Indiana",1987,9,23,20.829,10.67,0,16.04
"5746","Indiana",1987,9,24,23.951,11.519,0,19.05
"5747","Indiana",1987,9,25,20.841,9.486,0,19.77
"5748","Indiana",1987,9,26,26.117,8.701,0,19.6
"5749","Indiana",1987,9,27,28.556,17.345,0,16.44
"5750","Indiana",1987,9,28,27.021,18.324,0,11.32
"5751","Indiana",1987,9,29,23.436,17.671,32.1862870024461,15.57
"5752","Indiana",1987,9,30,19.44,12.836,0,16.39
"5753","Indiana",1987,10,1,19.517,6.319,0,18.34
"5754","Indiana",1987,10,2,18.617,9.702,0,13.96
"5755","Indiana",1987,10,3,11.048,4.541,1.22727453708649,12.72
"5756","Indiana",1987,10,4,16.891,2.105,0,18.12
"5757","Indiana",1987,10,5,18.518,9.527,1.29778981198569,10.82
"5758","Indiana",1987,10,6,13.806,9.157,2.18525619209231,7.29
"5759","Indiana",1987,10,7,9.016,5.454,1.84308886527518,5.21
"5760","Indiana",1987,10,8,12.802,2.124,0,16.76
"5761","Indiana",1987,10,9,19.342,7.825,2.05630223393882,14.68
"5762","Indiana",1987,10,10,13.646,6.212,4.55493970218868,3.62
"5763","Indiana",1987,10,11,9.729,6.463,1.61435008038779,8.53
"5764","Indiana",1987,10,12,11.284,-1.146,0,16.82
"5765","Indiana",1987,10,13,15.01,0.847,0,16.49
"5766","Indiana",1987,10,14,17.906,5.017,0,15.14
"5767","Indiana",1987,10,15,21.34,6.971,0,15.63
"5768","Indiana",1987,10,16,21.917,9.056,0,14.32
"5769","Indiana",1987,10,17,18.161,9.967,5.49885630607605,9.5
"5770","Indiana",1987,10,18,18.524,4.629,0,15.27
"5771","Indiana",1987,10,19,16.419,7.733,1.34437786971375,9.45
"5772","Indiana",1987,10,20,12.787,7.174,3.57471406454124,9.38
"5773","Indiana",1987,10,21,7.685,0.715,0,10.08
"5774","Indiana",1987,10,22,11.103,-0.281,1.82134593632099,6.93
"5775","Indiana",1987,10,23,13.556,4.496,0,14.41
"5776","Indiana",1987,10,24,11.376,5.641,8.22314620018005,3.08
"5777","Indiana",1987,10,25,11.436,-1.206,0,14.53
"5778","Indiana",1987,10,26,14.064,3.445,0,4.95
"5779","Indiana",1987,10,27,11.667,4.405,11.675050854592,13.64
"5780","Indiana",1987,10,28,8.865,0.916,0,10.2
"5781","Indiana",1987,10,29,12.697,3.496,0,10.73
"5782","Indiana",1987,10,30,19.549,2.847,0,13.09
"5783","Indiana",1987,10,31,20.869,6.129,0,10.98
"5784","Indiana",1987,11,1,20.135,13.479,0,8.05
"5785","Indiana",1987,11,2,21.075,14.089,0,6.4
"5786","Indiana",1987,11,3,23.855,14.231,0,12.31
"5787","Indiana",1987,11,4,22.024,15.272,0,10.62
"5788","Indiana",1987,11,5,17.563,6.472,0,13.06
"5789","Indiana",1987,11,6,9.813,0.072,0,10.08
"5790","Indiana",1987,11,7,10.75,6.431,3.13115119928398,4.69
"5791","Indiana",1987,11,8,15.803,9.786,2.74724960326012,6.92
"5792","Indiana",1987,11,9,12.218,4.747,1.78255438794395,6.38
"5793","Indiana",1987,11,10,4.829,-0.762,0,10.22
"5794","Indiana",1987,11,11,5.361,-3.767,0,10.83
"5795","Indiana",1987,11,12,12.161,-0.611,0,11.65
"5796","Indiana",1987,11,13,15.836,4.215,0,10.04
"5797","Indiana",1987,11,14,16.434,4.243,0,10.62
"5798","Indiana",1987,11,15,17.93,4.451,0,10.16
"5799","Indiana",1987,11,16,16.915,12.051,1.67521834373474,3.54
"5800","Indiana",1987,11,17,16.854,10.642,7.7588975428462,6.26
"5801","Indiana",1987,11,18,9.254,4.119,0,5.55
"5802","Indiana",1987,11,19,9.384,-1.358,0,9.15
"5803","Indiana",1987,11,20,5.631,-2.329,0,8.9
"5804","Indiana",1987,11,21,1.277,-6.218,0,10.65
"5805","Indiana",1987,11,22,10.355,-2.666,0,10.54
"5806","Indiana",1987,11,23,14.771,6.907,0,6.46
"5807","Indiana",1987,11,24,9.173,0.725,1.43682540891632,4.73
"5808","Indiana",1987,11,25,9.373,5.841,46.147349476712,0.81
"5809","Indiana",1987,11,26,5.955,2.24,0,2.43
"5810","Indiana",1987,11,27,8.617,3.793,2.35863029956818,2.87
"5811","Indiana",1987,11,28,13.416,8.164,15.8459395170212,2.35
"5812","Indiana",1987,11,29,8.977,2.346,4.04764413822889,3.04
"5813","Indiana",1987,11,30,5.536,1.407,0,2.25
"5814","Indiana",1987,12,1,3.72,-0.2,4.98706400389892,3.91
"5815","Indiana",1987,12,2,2.378,-4.657,0,7.8
"5816","Indiana",1987,12,3,5.638,0.194,3.7220180033728,2.84
"5817","Indiana",1987,12,4,2.273,-2.756,1.5181303024292,6.86
"5818","Indiana",1987,12,5,1.896,-5.506,0,8.69
